state,year,week,week_cases,m_accum,f_accum,cases_accum
México,2015,40,,,,
Michoacán,2015,40,,,,
Morelos,2015,40,,9.0,2.0,
Nayarit,2015,40,,,,
Nuevo León,2015,40,,2.0,3.0,
Oaxaca,2015,40,,,,
Puebla,2015,40,,,,
Querétaro,2015,40,,,,
Quintana Roo,2015,40,,2.0,3.0,
San Luis Potosí,2015,40,,,,
Sinaloa,2015,40,,4.0,18.0,
Sonora,2015,40,5.0,62.0,50.0,
Tabasco,2015,40,,,,
Tamaulipas,2015,40,,,,
Tlaxcala,2015,40,,,,
Veracruz,2015,40,,,,
Yucatán,2015,40,,,,
Zacatecas,2015,40,,,4.0,
Aguascalientes,2015,41,,,,
Baja California,2015,41,11.0,67.0,82.0,
Baja California Sur,2015,41,,1.0,2.0,
Campeche,2015,41,,,1.0,
Coahuila,2015,41,1.0,5.0,16.0,
Colima,2015,41,,1.0,1.0,
Chiapas,2015,41,,,,
Chihuahua,2015,41,,2.0,,
Ciudad de México,2015,41,,,,
Durango,2015,41,,,,
Guanajuato,2015,41,,2.0,6.0,
Guerrero,2015,41,,,,
Hidalgo,2015,41,,,1.0,
Jalisco,2015,41,,3.0,3.0,
México,2015,41,,,,
Michoacán,2015,41,,,,
Morelos,2015,41,,9.0,2.0,
Nayarit,2015,41,,,,
Nuevo León,2015,41,,2.0,3.0,
Oaxaca,2015,41,,,,
Puebla,2015,41,,,,
Querétaro,2015,41,,,,
Quintana Roo,2015,41,,2.0,3.0,
San Luis Potosí,2015,41,,,,
Sinaloa,2015,41,,4.0,18.0,
Sonora,2015,41,4.0,65.0,51.0,
Tabasco,2015,41,,,,
Tamaulipas,2015,41,,,,
Tlaxcala,2015,41,,,,
Veracruz,2015,41,,,,
Yucatán,2015,41,,,,
Zacatecas,2015,41,,,4.0,
Aguascalientes,2015,42,,,,
Baja California,2015,42,25.0,76.0,98.0,
Baja California Sur,2015,42,,1.0,2.0,
Campeche,2015,42,,,1.0,
Coahuila,2015,42,,5.0,16.0,
Colima,2015,42,,1.0,1.0,
Chiapas,2015,42,,,,
Chihuahua,2015,42,,2.0,,
Ciudad de México,2015,42,,,,
Durango,2015,42,,,,
Guanajuato,2015,42,,2.0,6.0,
Guerrero,2015,42,,,,
Hidalgo,2015,42,,,1.0,
Jalisco,2015,42,,3.0,3.0,
México,2015,42,,,,
Michoacán,2015,42,,,,
Morelos,2015,42,,9.0,2.0,
Nayarit,2015,42,,,,
Nuevo León,2015,42,,2.0,3.0,
Oaxaca,2015,42,,,,
Puebla,2015,42,,,,
Querétaro,2015,42,,,,
Quintana Roo,2015,42,,2.0,3.0,
San Luis Potosí,2015,42,,,,
Sinaloa,2015,42,,4.0,18.0,
Sonora,2015,42,3.0,67.0,52.0,
Tabasco,2015,42,,,,
Tamaulipas,2015,42,,,,
Tlaxcala,2015,42,,,,
Veracruz,2015,42,,,,
Yucatán,2015,42,,,,
Zacatecas,2015,42,,,4.0,
Aguascalientes,2015,43,,,,
Baja California,2015,43,33.0,85.0,122.0,
Baja California Sur,2015,43,,1.0,2.0,
Campeche,2015,43,,,1.0,
Coahuila,2015,43,1.0,6.0,16.0,
Colima,2015,43,,1.0,1.0,
Chiapas,2015,43,,,,
Chihuahua,2015,43,,2.0,,
Ciudad de México,2015,43,,,,
Durango,2015,43,,,,
Guanajuato,2015,43,,2.0,6.0,
Guerrero,2015,43,,,,
Hidalgo,2015,43,,,1.0,
Jalisco,2015,43,,3.0,3.0,
México,2015,43,,,,
Michoacán,2015,43,,,,
Morelos,2015,43,,9.0,2.0,
Nayarit,2015,43,,,,
Nuevo León,2015,43,,2.0,3.0,
Oaxaca,2015,43,,,,
Puebla,2015,43,,,,
Querétaro,2015,43,,,,
Quintana Roo,2015,43,,2.0,3.0,
San Luis Potosí,2015,43,,,,
Sinaloa,2015,43,,4.0,18.0,
Sonora,2015,43,1.0,71.0,64.0,
Tabasco,2015,43,,,,
Tamaulipas,2015,43,,,,
Tlaxcala,2015,43,,,,
Veracruz,2015,43,,,,
Yucatán,2015,43,,,,
Zacatecas,2015,43,,,4.0,
Aguascalientes,2015,44,,,,
Baja California,2015,44,33.0,101.0,139.0,
Baja California Sur,2015,44,1.0,2.0,2.0,
Campeche,2015,44,,,1.0,
Coahuila,2015,44,3.0,8.0,17.0,
Colima,2015,44,,1.0,1.0,
Chiapas,2015,44,,,,
Chihuahua,2015,44,,2.0,,
Ciudad de México,2015,44,,,,
Durango,2015,44,,,,
Guanajuato,2015,44,,2.0,6.0,
Guerrero,2015,44,,,,
Hidalgo,2015,44,,,1.0,
Jalisco,2015,44,,3.0,3.0,
México,2015,44,,,,
Michoacán,2015,44,,,,
Morelos,2015,44,,9.0,2.0,
Nayarit,2015,44,,,,
Nuevo León,2015,44,,2.0,3.0,
Oaxaca,2015,44,,,,
Puebla,2015,44,,,,
Querétaro,2015,44,,,,
Quintana Roo,2015,44,,2.0,3.0,
San Luis Potosí,2015,44,,,,
Sinaloa,2015,44,,4.0,18.0,
Sonora,2015,44,6.0,76.0,70.0,
Tabasco,2015,44,,,,
Tamaulipas,2015,44,,,,
Tlaxcala,2015,44,,,,
Veracruz,2015,44,,,,
Yucatán,2015,44,,,,
Zacatecas,2015,44,,,4.0,
Aguascalientes,2015,45,,,,
Baja California,2015,45,22.0,110.0,152.0,
Baja California Sur,2015,45,,2.0,2.0,
Campeche,2015,45,,,1.0,
Coahuila,2015,45,,8.0,17.0,
Colima,2015,45,,1.0,1.0,
Chiapas,2015,45,,,,
Chihuahua,2015,45,,2.0,,
Ciudad de México,2015,45,,,,
Durango,2015,45,,,,
Guanajuato,2015,45,,2.0,6.0,
Guerrero,2015,45,,,,
Hidalgo,2015,45,,,1.0,
Jalisco,2015,45,,3.0,3.0,
México,2015,45,,,,
Michoacán,2015,45,,,,
Morelos,2015,45,,9.0,2.0,
Nayarit,2015,45,,,,
Nuevo León,2015,45,,2.0,3.0,
Oaxaca,2015,45,,,,
Puebla,2015,45,,,,
Querétaro,2015,45,,,,
Quintana Roo,2015,45,,2.0,3.0,
San Luis Potosí,2015,45,,,,
Sinaloa,2015,45,1.0,4.0,19.0,
Sonora,2015,45,4.0,77.0,73.0,
Tabasco,2015,45,,,,
Tamaulipas,2015,45,,,,
Tlaxcala,2015,45,,,,
Veracruz,2015,45,,,,
Yucatán,2015,45,,,,
Zacatecas,2015,45,,,4.0,
Aguascalientes,2015,46,,,,
Baja California,2015,46,21.0,125.0,160.0,
Baja California Sur,2015,46,2.0,3.0,3.0,
Campeche,2015,46,,,1.0,
Coahuila,2015,46,,8.0,17.0,
Colima,2015,46,,1.0,1.0,
Chiapas,2015,46,,,,
Chihuahua,2015,46,,2.0,,
Ciudad de México,2015,46,,,,
Durango,2015,46,,,,
Guanajuato,2015,46,,2.0,6.0,
Guerrero,2015,46,,,,
Hidalgo,2015,46,,,1.0,
Jalisco,2015,46,,3.0,3.0,
México,2015,46,,,,
Michoacán,2015,46,,,,
Morelos,2015,46,,9.0,2.0,
Nayarit,2015,46,,,,
Nuevo León,2015,46,,2.0,3.0,
Oaxaca,2015,46,,,,
Puebla,2015,46,,,,
Querétaro,2015,46,,,,
Quintana Roo,2015,46,,2.0,3.0,
San Luis Potosí,2015,46,,,,
Sinaloa,2015,46,,4.0,19.0,
Sonora,2015,46,2.0,79.0,75.0,
Tabasco,2015,46,,,,
Tamaulipas,2015,46,,,,
Tlaxcala,2015,46,,,,
Veracruz,2015,46,,,,
Yucatán,2015,46,,,,
Zacatecas,2015,46,,,4.0,
Aguascalientes,2015,47,,,,
Baja California,2015,47,14.0,130.0,169.0,
Baja California Sur,2015,47,1.0,4.0,3.0,
Campeche,2015,47,,,1.0,
Coahuila,2015,47,1.0,8.0,18.0,
Colima,2015,47,,1.0,1.0,
Chiapas,2015,47,,,,
Chihuahua,2015,47,,2.0,,
Ciudad de México,2015,47,,,,
Durango,2015,47,,,,
Guanajuato,2015,47,,2.0,6.0,
Guerrero,2015,47,,,,
Hidalgo,2015,47,,,1.0,
Jalisco,2015,47,,3.0,3.0,
México,2015,47,,,,
Michoacán,2015,47,,,,
Morelos,2015,47,,9.0,2.0,
Nayarit,2015,47,,,,
Nuevo León,2015,47,,2.0,3.0,
Oaxaca,2015,47,,,,
Puebla,2015,47,,,,
Querétaro,2015,47,,,,
Quintana Roo,2015,47,,2.0,3.0,
San Luis Potosí,2015,47,,,,
Sinaloa,2015,47,,4.0,19.0,
Sonora,2015,47,3.0,81.0,78.0,
Tabasco,2015,47,,,,
Tamaulipas,2015,47,,,,
Tlaxcala,2015,47,,,,
Veracruz,2015,47,,,,
Yucatán,2015,47,,,,
Zacatecas,2015,47,,,4.0,
Aguascalientes,2015,48,,,,
Baja California,2015,48,9.0,137.0,171.0,
Baja California Sur,2015,48,,4.0,3.0,
Campeche,2015,48,,,1.0,
Coahuila,2015,48,1.0,9.0,18.0,
Colima,2015,48,,1.0,1.0,
Chiapas,2015,48,,,,
Chihuahua,2015,48,,2.0,,
Ciudad de México,2015,48,,,,
Durango,2015,48,,,,
Guanajuato,2015,48,,2.0,6.0,
Guerrero,2015,48,,,,
Hidalgo,2015,48,,,1.0,
Jalisco,2015,48,,3.0,3.0,
México,2015,48,,,,
Michoacán,2015,48,,,,
Morelos,2015,48,,9.0,2.0,
Nayarit,2015,48,,,,
Nuevo León,2015,48,,2.0,3.0,
Oaxaca,2015,48,,,,
Puebla,2015,48,,,,
Querétaro,2015,48,,,,
Quintana Roo,2015,48,,2.0,3.0,
San Luis Potosí,2015,48,,,,
Sinaloa,2015,48,,4.0,19.0,
Sonora,2015,48,5.0,86.0,78.0,
Tabasco,2015,48,,,,
Tamaulipas,2015,48,,,,
Tlaxcala,2015,48,,,,
Veracruz,2015,48,,,,
Yucatán,2015,48,,,,
Zacatecas,2015,48,,,4.0,
Aguascalientes,2015,49,,,,
Baja California,2015,49,,6.0,7.0,
Baja California Sur,2015,49,,1.0,8.0,
Campeche,2015,49,,,3.0,
Coahuila,2015,49,,4.0,2.0,
Colima,2015,49,,,,
Chiapas,2015,49,,,2.0,
Chihuahua,2015,49,,4.0,4.0,
Ciudad de México,2015,49,,1.0,1.0,
Durango,2015,49,,,,
Guanajuato,2015,49,,,3.0,
Guerrero,2015,49,,,1.0,
Hidalgo,2015,49,,2.0,3.0,
Jalisco,2015,49,,4.0,6.0,
México,2015,49,,,,
Michoacán,2015,49,,1.0,7.0,
Morelos,2015,49,,13.0,10.0,
Nayarit,2015,49,,,,
Nuevo León,2015,49,1.0,11.0,18.0,
Oaxaca,2015,49,,,,
Puebla,2015,49,,2.0,2.0,
Querétaro,2015,49,,,,
Quintana Roo,2015,49,,3.0,2.0,
San Luis Potosí,2015,49,,1.0,4.0,
Sinaloa,2015,49,,6.0,30.0,
Sonora,2015,49,,21.0,25.0,
Tabasco,2015,49,,3.0,2.0,
Tamaulipas,2015,49,,9.0,11.0,
Tlaxcala,2015,49,,,,
Veracruz,2015,49,,,5.0,
Yucatán,2015,49,,6.0,3.0,
Zacatecas,2015,49,,,6.0,
Aguascalientes,2015,50,,,,
Baja California,2015,50,1.0,7.0,7.0,
Baja California Sur,2015,50,,1.0,8.0,
Campeche,2015,50,,,3.0,
Coahuila,2015,50,,4.0,2.0,
Colima,2015,50,,,,
Chiapas,2015,50,,,2.0,
Chihuahua,2015,50,1.0,4.0,5.0,
Ciudad de México,2015,50,,1.0,1.0,
Durango,2015,50,,,,
Guanajuato,2015,50,,,3.0,
Guerrero,2015,50,,,1.0,
Hidalgo,2015,50,,2.0,3.0,
Jalisco,2015,50,1.0,4.0,7.0,
México,2015,50,,,,
Michoacán,2015,50,,1.0,7.0,
Morelos,2015,50,,13.0,10.0,
Nayarit,2015,50,,,,
Nuevo León,2015,50,,11.0,18.0,
Oaxaca,2015,50,,,,
Puebla,2015,50,,2.0,2.0,
Querétaro,2015,50,,,,
Quintana Roo,2015,50,,3.0,2.0,
San Luis Potosí,2015,50,,1.0,4.0,
Sinaloa,2015,50,,6.0,30.0,
Sonora,2015,50,,21.0,25.0,
Tabasco,2015,50,,3.0,2.0,
Tamaulipas,2015,50,,9.0,11.0,
Tlaxcala,2015,50,,,,
Veracruz,2015,50,,,5.0,
Yucatán,2015,50,,6.0,3.0,
Zacatecas,2015,50,,,6.0,
Aguascalientes,2015,51,,,,
Baja California,2015,51,,7.0,7.0,
Baja California Sur,2015,51,,1.0,8.0,
Campeche,2015,51,,,3.0,
Coahuila,2015,51,,4.0,2.0,
Colima,2015,51,,,,
Chiapas,2015,51,,,2.0,
Chihuahua,2015,51,,4.0,5.0,
Ciudad de México,2015,51,,1.0,1.0,
Durango,2015,51,,,,
Guanajuato,2015,51,,,3.0,
Guerrero,2015,51,,,1.0,
Hidalgo,2015,51,,2.0,3.0,
Jalisco,2015,51,,4.0,7.0,
México,2015,51,,,,
Michoacán,2015,51,,1.0,7.0,
Morelos,2015,51,,13.0,10.0,
Nayarit,2015,51,,,,
Nuevo León,2015,51,,11.0,18.0,
Oaxaca,2015,51,,,,
Puebla,2015,51,,2.0,2.0,
Querétaro,2015,51,,,,
Quintana Roo,2015,51,,3.0,2.0,
San Luis Potosí,2015,51,,1.0,4.0,
Sinaloa,2015,51,,6.0,30.0,
Sonora,2015,51,,21.0,25.0,
Tabasco,2015,51,,3.0,2.0,
Tamaulipas,2015,51,,9.0,11.0,
Tlaxcala,2015,51,,,,
Veracruz,2015,51,,,5.0,
Yucatán,2015,51,,6.0,3.0,
Zacatecas,2015,51,,,6.0,
Aguascalientes,2015,52,,,,
Baja California,2015,52,,7.0,7.0,
Baja California Sur,2015,52,,1.0,8.0,
Campeche,2015,52,,,3.0,
Coahuila,2015,52,,4.0,2.0,
Colima,2015,52,,,,
Chiapas,2015,52,,,2.0,
Chihuahua,2015,52,,4.0,5.0,
Ciudad de México,2015,52,,1.0,1.0,
Durango,2015,52,,,,
Guanajuato,2015,52,,,3.0,
Guerrero,2015,52,,,1.0,
Hidalgo,2015,52,,2.0,3.0,
Jalisco,2015,52,,4.0,7.0,
México,2015,52,,,,
Michoacán,2015,52,,1.0,7.0,
Morelos,2015,52,,13.0,10.0,
Nayarit,2015,52,,,,
Nuevo León,2015,52,,11.0,18.0,
Oaxaca,2015,52,,,,
Puebla,2015,52,,2.0,2.0,
Querétaro,2015,52,,,,
Quintana Roo,2015,52,,3.0,2.0,
San Luis Potosí,2015,52,,1.0,4.0,
Sinaloa,2015,52,,6.0,30.0,
Sonora,2015,52,,21.0,25.0,
Tabasco,2015,52,,3.0,2.0,
Tamaulipas,2015,52,,9.0,11.0,
Tlaxcala,2015,52,,,,
Veracruz,2015,52,,,5.0,
Yucatán,2015,52,,6.0,3.0,
Zacatecas,2015,52,,,6.0,
Aguascalientes,2016,1,,,,
Baja California,2016,1,,,,
Baja California Sur,2016,1,,,,
Campeche,2016,1,,,,
Coahuila,2016,1,,,,
Colima,2016,1,,,,
Chiapas,2016,1,,,,
Chihuahua,2016,1,,,,
Ciudad de México,2016,1,,,,
Durango,2016,1,,,,
Guanajuato,2016,1,,,,
Guerrero,2016,1,,,,
Hidalgo,2016,1,,,,
Jalisco,2016,1,,,,
México,2016,1,,,,
Michoacán,2016,1,,,,
Morelos,2016,1,,,,
Nayarit,2016,1,,,,
Nuevo León,2016,1,,,,
Oaxaca,2016,1,,,,
Puebla,2016,1,,,,
Querétaro,2016,1,,,,
Quintana Roo,2016,1,,,,
San Luis Potosí,2016,1,,,,
Sinaloa,2016,1,,,,
Sonora,2016,1,,,,
Tabasco,2016,1,,,,
Tamaulipas,2016,1,,,,
Tlaxcala,2016,1,,,,
Veracruz,2016,1,,,,
Yucatán,2016,1,,,,
Zacatecas,2016,1,,,,
Aguascalientes,2016,2,,,,
Baja California,2016,2,,,,
Baja California Sur,2016,2,,,,
Campeche,2016,2,,,,
Coahuila,2016,2,,,,
Colima,2016,2,,,,
Chiapas,2016,2,,,,
Chihuahua,2016,2,,,,
Ciudad de México,2016,2,,,,
Durango,2016,2,,,,
Guanajuato,2016,2,,,,
Guerrero,2016,2,,,,
Hidalgo,2016,2,,,,
Jalisco,2016,2,,,,
México,2016,2,,,,
Michoacán,2016,2,,,,
Morelos,2016,2,,,,
Nayarit,2016,2,,,,
Nuevo León,2016,2,,,,
Oaxaca,2016,2,,,,
Puebla,2016,2,,,,
Querétaro,2016,2,,,,
Quintana Roo,2016,2,,,,
San Luis Potosí,2016,2,,,,
Sinaloa,2016,2,,,,
Sonora,2016,2,,,,
Tabasco,2016,2,,,,
Tamaulipas,2016,2,,,,
Tlaxcala,2016,2,,,,
Veracruz,2016,2,,,,
Yucatán,2016,2,,,,
Zacatecas,2016,2,,,,
Aguascalientes,2016,3,,,,
Baja California,2016,3,,,,
Baja California Sur,2016,3,,,,
Campeche,2016,3,,,,
Coahuila,2016,3,,,,
Colima,2016,3,,,,
Chiapas,2016,3,,,,
Chihuahua,2016,3,,,,
Ciudad de México,2016,3,,,,
Durango,2016,3,,,,
Guanajuato,2016,3,,,,
Guerrero,2016,3,,,,
Hidalgo,2016,3,,,,
Jalisco,2016,3,,,,
México,2016,3,,,,
Michoacán,2016,3,,,,
Morelos,2016,3,,,,
Nayarit,2016,3,,,,
Nuevo León,2016,3,,,,
Oaxaca,2016,3,,,,
Puebla,2016,3,,,,
Querétaro,2016,3,,,,
Quintana Roo,2016,3,,,,
San Luis Potosí,2016,3,,,,
Sinaloa,2016,3,,,,
Sonora,2016,3,,,,
Tabasco,2016,3,,,,
Tamaulipas,2016,3,,,,
Tlaxcala,2016,3,,,,
Veracruz,2016,3,,,,
Yucatán,2016,3,,,,
Zacatecas,2016,3,,,,
Aguascalientes,2016,4,,,,
Baja California,2016,4,,,,
Baja California Sur,2016,4,,,,
Campeche,2016,4,,,,
Coahuila,2016,4,,,,
Colima,2016,4,,,,
Chiapas,2016,4,,,,
Chihuahua,2016,4,,,,
Ciudad de México,2016,4,,,,
Durango,2016,4,,,,
Guanajuato,2016,4,,,,
Guerrero,2016,4,,,,
Hidalgo,2016,4,,,,
Jalisco,2016,4,,,,
México,2016,4,,,,
Michoacán,2016,4,,,,
Morelos,2016,4,,,,
Nayarit,2016,4,,,,
Nuevo León,2016,4,,,,
Oaxaca,2016,4,,,,
Puebla,2016,4,,,,
Querétaro,2016,4,,,,
Quintana Roo,2016,4,,,,
San Luis Potosí,2016,4,,,,
Sinaloa,2016,4,,,,
Sonora,2016,4,,,,
Tabasco,2016,4,,,,
Tamaulipas,2016,4,,,,
Tlaxcala,2016,4,,,,
Veracruz,2016,4,1.0,1.0,,
Yucatán,2016,4,,,,
Zacatecas,2016,4,,,,
Aguascalientes,2016,5,,,,
Baja California,2016,5,,,,
Baja California Sur,2016,5,,,,
Campeche,2016,5,,,,
Coahuila,2016,5,,,,
Colima,2016,5,,,,
Chiapas,2016,5,,,,
Chihuahua,2016,5,,,,
Ciudad de México,2016,5,,,,
Durango,2016,5,,,,
Guanajuato,2016,5,,,,
Guerrero,2016,5,,,,
Hidalgo,2016,5,,,,
Jalisco,2016,5,,,,
México,2016,5,,,,
Michoacán,2016,5,,,,
Morelos,2016,5,,,,
Nayarit,2016,5,,,,
Nuevo León,2016,5,,,,
Oaxaca,2016,5,,,,
Puebla,2016,5,,,,
Querétaro,2016,5,,,,
Quintana Roo,2016,5,,,,
San Luis Potosí,2016,5,,,,
Sinaloa,2016,5,,,,
Sonora,2016,5,,,,
Tabasco,2016,5,,,,
Tamaulipas,2016,5,,,,
Tlaxcala,2016,5,,,,
Veracruz,2016,5,,1.0,,
Yucatán,2016,5,,,,
Zacatecas,2016,5,,,,
Aguascalientes,2016,6,,,,
Baja California,2016,6,,,,
Baja California Sur,2016,6,,,,
Campeche,2016,6,,,,
Coahuila,2016,6,,,,
Colima,2016,6,,,,
Chiapas,2016,6,,,,
Chihuahua,2016,6,,,,
Ciudad de México,2016,6,,,,
Durango,2016,6,,,,
Guanajuato,2016,6,,,,
Guerrero,2016,6,,,,
Hidalgo,2016,6,,,,
Jalisco,2016,6,,,,
México,2016,6,,,,
Michoacán,2016,6,,,,
Morelos,2016,6,,,,
Nayarit,2016,6,,,,
Nuevo León,2016,6,1.0,,1.0,
Oaxaca,2016,6,,,,
Puebla,2016,6,,,,
Querétaro,2016,6,,,,
Quintana Roo,2016,6,,,,
San Luis Potosí,2016,6,,,,
Sinaloa,2016,6,,,,
Sonora,2016,6,,,,
Tabasco,2016,6,,,,
Tamaulipas,2016,6,,,,
Tlaxcala,2016,6,,,,
Veracruz,2016,6,,1.0,,
Yucatán,2016,6,,,,
Zacatecas,2016,6,,,,
Aguascalientes,2016,7,,,,
Baja California,2016,7,1.0,,1.0,
Baja California Sur,2016,7,,,,
Campeche,2016,7,,,,
Coahuila,2016,7,,,,
Colima,2016,7,,,,
Chiapas,2016,7,,,,
Chihuahua,2016,7,,,,
Ciudad de México,2016,7,,,,
Durango,2016,7,,,,
Guanajuato,2016,7,,,,
Guerrero,2016,7,,,,
Hidalgo,2016,7,,,,
Jalisco,2016,7,,,,
México,2016,7,,,,
Michoacán,2016,7,,,,
Morelos,2016,7,,,,
Nayarit,2016,7,,,,
Nuevo León,2016,7,,,1.0,
Oaxaca,2016,7,,,,
Puebla,2016,7,,,,
Querétaro,2016,7,,,,
Quintana Roo,2016,7,,,,
San Luis Potosí,2016,7,,,,
Sinaloa,2016,7,,,,
Sonora,2016,7,,,,
Tabasco,2016,7,,,,
Tamaulipas,2016,7,,,,
Tlaxcala,2016,7,,,,
Veracruz,2016,7,,1.0,,
Yucatán,2016,7,,,,
Zacatecas,2016,7,,,,
Aguascalientes,2016,8,,,,
Baja California,2016,8,,,1.0,
Baja California Sur,2016,8,,,,
Campeche,2016,8,,,,
Coahuila,2016,8,,,,
Colima,2016,8,,,,
Chiapas,2016,8,,,,
Chihuahua,2016,8,,,,
Ciudad de México,2016,8,,,,
Durango,2016,8,,,,
Guanajuato,2016,8,,,,
Guerrero,2016,8,,,,
Hidalgo,2016,8,,,,
Jalisco,2016,8,,,,
México,2016,8,,,,
Michoacán,2016,8,,,,
Morelos,2016,8,,,,
Nayarit,2016,8,,,,
Nuevo León,2016,8,,,1.0,
Oaxaca,2016,8,,,,
Puebla,2016,8,,,,
Querétaro,2016,8,,,,
Quintana Roo,2016,8,,,,
San Luis Potosí,2016,8,,,,
Sinaloa,2016,8,,,,
Sonora,2016,8,,,,
Tabasco,2016,8,,,,
Tamaulipas,2016,8,,,,
Tlaxcala,2016,8,,,,
Veracruz,2016,8,,1.0,,
Yucatán,2016,8,,,,
Zacatecas,2016,8,,,,
Aguascalientes,2016,9,,,,
Baja California,2016,9,,,1.0,
Baja California Sur,2016,9,,,,
Campeche,2016,9,,,,
Coahuila,2016,9,,,,
Colima,2016,9,,,,
Chiapas,2016,9,,,,
Chihuahua,2016,9,,,,
Ciudad de México,2016,9,,,,
Durango,2016,9,,,,
Guanajuato,2016,9,,,,
Guerrero,2016,9,,,,
Hidalgo,2016,9,,,,
Jalisco,2016,9,,,,
México,2016,9,,,,
Michoacán,2016,9,,,,
Morelos,2016,9,,,,
Nayarit,2016,9,,,,
Nuevo León,2016,9,,,1.0,
Oaxaca,2016,9,,,,
Puebla,2016,9,,,,
Querétaro,2016,9,,,,
Quintana Roo,2016,9,,,,
San Luis Potosí,2016,9,,,,
Sinaloa,2016,9,,,,
Sonora,2016,9,1.0,1.0,,
Tabasco,2016,9,,,,
Tamaulipas,2016,9,,,,
Tlaxcala,2016,9,,,,
Veracruz,2016,9,,1.0,,
Yucatán,2016,9,,,,
Zacatecas,2016,9,,,,
Aguascalientes,2016,10,,,,
Baja California,2016,10,1.0,,2.0,
Baja California Sur,2016,10,,,,
Campeche,2016,10,,,,
Coahuila,2016,10,,,,
Colima,2016,10,,,,
Chiapas,2016,10,,,,
Chihuahua,2016,10,,,,
Ciudad de México,2016,10,,,,
Durango,2016,10,,,,
Guanajuato,2016,10,,,,
Guerrero,2016,10,,,,
Hidalgo,2016,10,,,,
Jalisco,2016,10,,,,
México,2016,10,,,,
Michoacán,2016,10,,,,
Morelos,2016,10,,,,
Nayarit,2016,10,,,,
Nuevo León,2016,10,2.0,,3.0,
Oaxaca,2016,10,,,,
Puebla,2016,10,,,,
Querétaro,2016,10,,,,
Quintana Roo,2016,10,,,,
San Luis Potosí,2016,10,,,,
Sinaloa,2016,10,,,,
Sonora,2016,10,,1.0,,
Tabasco,2016,10,,,,
Tamaulipas,2016,10,,,,
Tlaxcala,2016,10,,,,
Veracruz,2016,10,,1.0,,
Yucatán,2016,10,,,,
Zacatecas,2016,10,,,,
Aguascalientes,2016,11,,,,
Baja California,2016,11,,,2.0,
Baja California Sur,2016,11,,,,
Campeche,2016,11,,,,
Coahuila,2016,11,,,,
Colima,2016,11,,,,
Chiapas,2016,11,,,,
Chihuahua,2016,11,,,,
Ciudad de México,2016,11,,,,
Durango,2016,11,,,,
Guanajuato,2016,11,,,,
Guerrero,2016,11,,,,
Hidalgo,2016,11,,,,
Jalisco,2016,11,,,,
México,2016,11,,,,
Michoacán,2016,11,,,,
Morelos,2016,11,,,,
Nayarit,2016,11,,,,
Nuevo León,2016,11,,,3.0,
Oaxaca,2016,11,,,,
Puebla,2016,11,,,,
Querétaro,2016,11,,,,
Quintana Roo,2016,11,,,,
San Luis Potosí,2016,11,,,,
Sinaloa,2016,11,,,,
Sonora,2016,11,,1.0,,
Tabasco,2016,11,,,,
Tamaulipas,2016,11,,,,
Tlaxcala,2016,11,,,,
Veracruz,2016,11,,1.0,,
Yucatán,2016,11,,,,
Zacatecas,2016,11,,,,
Aguascalientes,2016,12,,,,
Baja California,2016,12,,,2.0,
Baja California Sur,2016,12,,,,
Campeche,2016,12,,,,
Coahuila,2016,12,,,,
Colima,2016,12,,,,
Chiapas,2016,12,,,,
Chihuahua,2016,12,,,,
Ciudad de México,2016,12,,,,
Durango,2016,12,,,,
Guanajuato,2016,12,,,,
Guerrero,2016,12,,,,
Hidalgo,2016,12,,,,
Jalisco,2016,12,,,,
México,2016,12,,,,
Michoacán,2016,12,,,,
Morelos,2016,12,,,,
Nayarit,2016,12,,,,
Nuevo León,2016,12,,,3.0,
Oaxaca,2016,12,,,,
Puebla,2016,12,,,,
Querétaro,2016,12,,,,
Quintana Roo,2016,12,,,,
San Luis Potosí,2016,12,,,,
Sinaloa,2016,12,,,,
Sonora,2016,12,,1.0,,
Tabasco,2016,12,,,,
Tamaulipas,2016,12,,,,
Tlaxcala,2016,12,,,,
Veracruz,2016,12,,1.0,,
Yucatán,2016,12,,,,
Zacatecas,2016,12,,,,
Aguascalientes,2016,13,,,,
Baja California,2016,13,,,2.0,
Baja California Sur,2016,13,,,,
Campeche,2016,13,,,,
Coahuila,2016,13,,,,
Colima,2016,13,,,,
Chiapas,2016,13,,,,
Chihuahua,2016,13,,,,
Ciudad de México,2016,13,,,,
Durango,2016,13,,,,
Guanajuato,2016,13,,,,
Guerrero,2016,13,,,,
Hidalgo,2016,13,,,,
Jalisco,2016,13,,,,
México,2016,13,,,,
Michoacán,2016,13,,,,
Morelos,2016,13,,,,
Nayarit,2016,13,,,,
Nuevo León,2016,13,,,3.0,
Oaxaca,2016,13,,,,
Puebla,2016,13,,,,
Querétaro,2016,13,,,,
Quintana Roo,2016,13,,,,
San Luis Potosí,2016,13,,,,
Sinaloa,2016,13,,,,
Sonora,2016,13,1.0,1.0,1.0,
Tabasco,2016,13,,,,
Tamaulipas,2016,13,,,,
Tlaxcala,2016,13,,,,
Veracruz,2016,13,1.0,1.0,1.0,
Yucatán,2016,13,,,,
Zacatecas,2016,13,,,,
Aguascalientes,2016,14,,,,
Baja California,2016,14,,,2.0,
Baja California Sur,2016,14,,,,
Campeche,2016,14,,,,
Coahuila,2016,14,,,,
Colima,2016,14,,,,
